id,product_name,category,manufacturer,net_quantity,mrp,mfg_date,consumer_care,country_of_origin,compliance_status,violations,scanned_timestamp,ocr_confidence
LMC-01729,Blended Edible Vegetable Oil 200 ml,Edible Oils,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",200 ml,Rs. 366.00 (Incl. of all taxes),08/2026,Email: care@kaveri.com | Ph: 1800-728-9953,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-06 21:11:36,94%
LMC-01730,Kasuri Methi 750 g,Spices & Condiments,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",750 g,Rs. 574.00 (Incl. of all taxes),06/2026,Email: care@navrang.com | Ph: 1800-680-5544,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-15 16:10:36,91%
LMC-01731,Pasteurized Cow Ghee 750 g,Dairy Products,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",750 g,Rs. 610.00,Not Declared,Email: care@godavari.com | Ph: 1800-570-2627,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-08-29 18:41:36,78%
LMC-01732,Crunchy Moong Dal Namkeen 400 g,Snacks & Namkeen,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",400 g,Rs. 159.00 (Incl. of all taxes),08/2026,Helpline: 1800-614-8679 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address,2026-09-02 18:43:36,77%
LMC-01733,Mint Peppermint Lozenges 200 g,Chocolates & Confectionery,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",200 g,Not Declared,06/2026,Email: care@pristine.com | Ph: 1800-352-6932,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration; Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-08-09 04:12:36,91%
LMC-01734,Sterilized Flavoured Milk 50 g,Dairy Products,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",50 gms,Rs. 201.00 (Incl. of all taxes),07/2026,Helpline: 1800-829-6574 (Email missing),India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'); Rule 6(1)(e): Missing consumer care email address,2026-08-14 04:46:36,66%
LMC-01735,Greek Style Plain Yogurt 100 g,Dairy Products,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",100 g,Rs. 151.00 (Incl. of all taxes),07/2026,Email: care@vedic.com | Ph: 1800-516-1110,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-10 05:02:36,92%
LMC-01736,Multigrain Fibre Atta 1 kg,Atta & Flours,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",1 kg,Rs. 530.00 (Incl. of all taxes),04/2026,Email: care@vedic.com | Ph: 1800-142-4426,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-05 14:27:36,89%
LMC-01737,Fruit Jelly Chews Pouch 100 g,Chocolates & Confectionery,Not Declared,100 g,Rs. 355.00 (Incl. of all taxes),08/2026,Email: care@pristine.com | Ph: 1800-793-9985,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration; Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-08-05 12:25:36,92%
LMC-01738,Cold Pressed Mustard Oil 1 L,Edible Oils,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",1 L,Rs. 445.00 (Incl. of all taxes),05/2026,Email: care@ananya.com | Ph: 1800-643-2382,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-13 03:15:36,88%
LMC-01739,Dark Silk Chocolate Bar 200 g,Chocolates & Confectionery,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",200 g,Rs. 423.00 (Incl. of all taxes),05/2026,Email: care@navrang.com | Ph: 1800-805-7212,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-28 01:10:36,97%
LMC-01740,Roasted Almond Milk Bar 500 g,Chocolates & Confectionery,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",500 g,Rs. 37.00 (Incl. of all taxes),03/2026,Helpline: 1800-341-1146 (Email missing),India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'); Rule 6(1)(e): Missing consumer care email address,2026-08-18 04:07:36,74%
LMC-01741,Sterilized Flavoured Milk 400 g,Dairy Products,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",400 g,Rs. 594.00 (Incl. of all taxes),08/2026,Email: care@surya.com | Ph: 1800-799-4421,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-17 04:35:36,94%
LMC-01742,Virgin Cold Pressed Coconut Oil 200 ml,Edible Oils,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",200 ml,Rs. 31.00 (Incl. of all taxes),07/2026,Email: care@pristine.com | Ph: 1800-667-5432,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-05 08:03:36,89%
LMC-01743,Greek Style Plain Yogurt 400 g,Dairy Products,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",400 g,Rs. 694.00 (Incl. of all taxes),06/2026,Email: care@ananya.com | Ph: 1800-612-5659,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-29 10:32:36,88%
LMC-01744,Tender Coconut Water Drink 100 ml,Beverages & Juices,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",100 ml,Rs. 886.00 (Incl. of all taxes),05/2026,Email: care@himalayan.com | Ph: 1800-344-2158,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-16 16:08:36,88%
LMC-01745,Salted Crackers 400 g,Biscuits & Cookies,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",400 g,Rs. 488.00 (Incl. of all taxes),08/2026,Email: care@ananya.com | Ph: 1800-313-4823,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-27 12:17:36,93%
LMC-01746,Crunchy Moong Dal Namkeen 500 g,Snacks & Namkeen,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",500 g,Rs. 911.00 (Incl. of all taxes),04/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-07-27 00:52:36,95%
LMC-01747,Sterilized Flavoured Milk 400 g,Dairy Products,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",400 g,Not Declared,05/2026,Email: care@himalayan.com | Ph: 1800-456-4735,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-07-29 16:11:36,79%
LMC-01748,Digestive High Fibre Biscuits 750 g,Biscuits & Cookies,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",750 g,Rs. 815.00 (Incl. of all taxes),06/2026,Email: care@himalayan.com | Ph: 1800-270-3219,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-17 06:24:36,97%
LMC-01749,Roasted Almond Milk Bar 250 g,Chocolates & Confectionery,"Kaveri Spices & Naturals, Idukki",250 g,Rs. 438.00 (Incl. of all taxes),05/2026,Email: care@kaveri.com | Ph: 1800-983-1209,India,NEEDS REVIEW,Rule 6(1)(a): Physical address of manufacturer incomplete (missing PIN code/city),2026-09-02 11:44:36,78%
LMC-01750,Organic Besan Gram Flour 5 kg,Atta & Flours,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",5 kg,Rs. 64.00 (Incl. of all taxes),06/2026,Email: care@pristine.com | Ph: 1800-325-9821,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-10 19:44:36,92%
LMC-01751,Multigrain Fibre Atta 5 kg,Atta & Flours,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",5 kg,Rs. 743.00 (Incl. of all taxes),02/2026,Email: care@godavari.com | Ph: 1800-670-4001,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-26 06:38:36,96%
LMC-01752,Marie Crisp Tea Biscuits 200 g,Biscuits & Cookies,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",200 g,Rs. 311.00 (Incl. of all taxes),08/2026,Email: care@ananya.com | Ph: 1800-855-9807,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-28 15:05:36,92%
LMC-01753,Caramel Toffee Pouch 200 g,Chocolates & Confectionery,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",200 g,Rs. 381.00 (Incl. of all taxes),06/2026,Email: care@kaveri.com | Ph: 1800-102-4491,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-08 13:50:36,88%
LMC-01754,Digestive High Fibre Biscuits 200 g,Biscuits & Cookies,Not Declared,200 g,Rs. 566.00,04/2026,Email: care@vedic.com | Ph: 1800-263-5020,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing; Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-08-03 04:31:36,80%
LMC-01755,Dark Silk Chocolate Bar 750 g,Chocolates & Confectionery,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",750 g,Rs. 664.00 (Incl. of all taxes),08/2026,Email: care@navrang.com | Ph: 1800-260-3957,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration,2026-08-27 06:53:36,79%
LMC-01756,Dal Makhani Heat & Eat Meal 400 g,Ready-to-Eat,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",400 g,Rs. 231.00 (Incl. of all taxes),06/2026,Email: care@surya.com | Ph: 1800-955-1970,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-25 02:41:36,92%
LMC-01757,Maida Refined Wheat Flour 10 kg,Atta & Flours,Not Declared,Not Declared,Rs. 66.00 (Incl. of all taxes),06/2026,Email: care@himalayan.com | Ph: 1800-842-7546,India,NON-COMPLIANT,Rule 6(1)(c): Net quantity declaration absent; Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-08-16 12:24:36,93%
LMC-01758,Marie Crisp Tea Biscuits 250 g,Biscuits & Cookies,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",250 g,Rs. 571.00 (Incl. of all taxes),03/2026,Email: care@pristine.com | Ph: 1800-759-9280,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-04 11:47:36,91%
LMC-01759,Kashmiri Degi Mirch Powder 200 g,Spices & Condiments,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",200 g,Rs. 765.00 (Incl. of all taxes),07/2026,Email: care@himalayan.com | Ph: 1800-785-3383,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration,2026-08-16 00:00:36,95%
LMC-01760,Crunchy Moong Dal Namkeen 100 g,Snacks & Namkeen,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",100 g,Rs. 254.00 (Incl. of all taxes),08/2026,Email: care@pristine.com | Ph: 1800-730-1047,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-16 04:29:36,99%
LMC-01761,Choco Chip Delight Cookies 50 g,Biscuits & Cookies,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",50 g,Rs. 279.00 (Incl. of all taxes),03/2026,Email: care@himalayan.com | Ph: 1800-883-6676,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration,2026-08-09 19:52:36,79%
LMC-01762,Salted Crackers 100 g,Biscuits & Cookies,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",100 g,Rs. 401.00 (Incl. of all taxes),01/2026,Email: care@surya.com | Ph: 1800-148-3205,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-20 10:32:36,98%
LMC-01763,Greek Style Plain Yogurt 500 g,Dairy Products,Not Declared,500 g,Rs. 270.00,04/2026,Email: care@godavari.com | Ph: 1800-935-9462,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing; Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-08-24 22:00:36,90%
LMC-01764,Refined Groundnut Oil 250 ml,Edible Oils,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",Not Declared,Not Declared,06/2026,Email: care@navrang.com | Ph: 1800-644-9933,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent; Rule 6(1)(c): Net quantity declaration absent,2026-08-05 21:04:36,81%
LMC-01765,Premium Assam CTC Tea 750 g,Tea & Coffee,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",750 g,Rs. 906.00 (Incl. of all taxes),07/2026,Email: care@surya.com | Ph: 1800-735-4230,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-21 21:38:36,92%
LMC-01766,Almond Cashew Shortbread 50 g,Biscuits & Cookies,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",50 g,Rs. 312.00 (Incl. of all taxes),04/2026,Email: care@kaveri.com | Ph: 1800-438-3238,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-16 19:03:36,98%
LMC-01767,Almond Cashew Shortbread 250 g,Biscuits & Cookies,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",250 g,Rs. 595.00 (Incl. of all taxes),Not Declared,Not Declared,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-07-12 11:24:36,84%
LMC-01768,Pure Sesame Gingelly Oil 200 ml,Edible Oils,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",200 ml,Rs. 566.00 (Incl. of all taxes),07/2026,Email: care@himalayan.com | Ph: 1800-100-7265,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-21 14:53:36,93%
LMC-01769,Maida Refined Wheat Flour 5 kg,Atta & Flours,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",5 kg,Rs. 545.00 (Incl. of all taxes),04/2026,Email: care@ananya.com | Ph: 1800-638-2822,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-01 00:26:36,92%
LMC-01770,Cold Pressed Mustard Oil 500 ml,Edible Oils,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",500 ml,Rs. 569.00 (Incl. of all taxes),06/2026,Email: care@godavari.com | Ph: 1800-338-7044,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-14 14:14:36,91%
LMC-01771,Mixed Fruit Orchard Blend 250 ml,Beverages & Juices,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",250 ml,Rs. 839.00 (Incl. of all taxes),05/2026,Email: care@godavari.com | Ph: 1800-588-9605,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-30 03:45:36,97%
LMC-01772,Caramel Toffee Pouch 500 g,Chocolates & Confectionery,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",500 g,Rs. 206.00 (Incl. of all taxes),08/2026,Email: care@godavari.com | Ph: 1800-755-5935,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-26 17:23:36,99%
LMC-01773,Mixed Fruit Orchard Blend 100 ml,Beverages & Juices,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",100 ml,Rs. 392.00 (Incl. of all taxes),02/2026,Email: care@pristine.com | Ph: 1800-612-5672,Imported (Origin: Sri Lanka),COMPLIANT,None (Fully Compliant with Rule 6),2026-08-20 03:44:36,89%
LMC-01774,Darjeeling Whole Leaf Black Tea 750 g,Tea & Coffee,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",750 g,Rs. 903.00,02/2026,Email: care@pristine.com | Ph: 1800-507-3023,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-07-08 10:05:36,93%
LMC-01775,Diet Murmura Mix 400 g,Snacks & Namkeen,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",400 g,Not Declared,01/2026,Email: care@ananya.com | Ph: 1800-891-3017,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration; Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-08-31 10:39:36,79%
LMC-01776,Diet Murmura Mix 100 g,Snacks & Namkeen,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",100 g,Rs. 753.00 (Incl. of all taxes),06/2026,Email: care@godavari.com | Ph: 1800-797-4628,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-02 01:46:36,89%
LMC-01777,Maida Refined Wheat Flour 1 kg,Atta & Flours,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",1 kg,Rs. 494.00 (Incl. of all taxes),06/2026,Email: care@kaveri.com | Ph: 1800-693-5912,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-08 13:03:36,97%
LMC-01778,Salted Table Butter 100 g,Dairy Products,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",100 g,Rs. 36.00 (Incl. of all taxes),02/2026,Email: care@vedic.com | Ph: 1800-489-6480,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration,2026-08-02 05:42:36,94%
LMC-01779,Organic Besan Gram Flour 1 kg,Atta & Flours,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",1 kg,Rs. 657.00 (Incl. of all taxes),Not Declared,Email: care@ananya.com | Ph: 1800-746-8996,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing,2026-07-16 00:00:36,95%
LMC-01780,Greek Style Plain Yogurt 400 g,Dairy Products,"Godavari Mills & Refineries, Guntur",400 g,Rs. 280.00 (Incl. of all taxes),06/2026,Helpline: 1800-444-2256 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address; Rule 6(1)(a): Physical address of manufacturer incomplete (missing PIN code/city),2026-07-30 13:04:36,71%
LMC-01781,Whole Cumin Jeera Seeds 200 g,Spices & Condiments,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",200 g,Rs. 549.00 (Incl. of all taxes),03/2026,Email: care@godavari.com | Ph: 1800-991-9058,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-12 14:07:36,89%
LMC-01782,Poha Instant Breakfast Bowl 50 g,Ready-to-Eat,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",50 g,Rs. 590.00 (Incl. of all taxes),04/2026,Email: care@himalayan.com | Ph: 1800-240-2566,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-21 20:04:36,91%
LMC-01783,Alphonso Mango Nectar 500 ml,Beverages & Juices,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",500 ml,Rs. 125.00 (Incl. of all taxes),05/2026,Email: care@ananya.com | Ph: 1800-241-2299,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-09-02 08:54:36,97%
LMC-01784,Diet Murmura Mix 50 g,Snacks & Namkeen,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",50 g,Rs. 555.00,08/2026,Email: care@himalayan.com | Ph: 1800-855-8482,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-08-17 06:25:36,96%
LMC-01785,Dal Makhani Heat & Eat Meal 100 g,Ready-to-Eat,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",100 g,Rs. 321.00 (Incl. of all taxes),04/2026,Email: care@godavari.com | Ph: 1800-935-4784,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-11 08:11:36,91%
LMC-01786,Standardized Tonned Milk 500 g,Dairy Products,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",500 g,Rs. 709.00 (Incl. of all taxes),02/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-07-27 13:06:36,78%
LMC-01787,Blended Edible Vegetable Oil 1 L,Edible Oils,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",1 L,Rs. 721.00 (Incl. of all taxes),03/2026,Email: care@navrang.com | Ph: 1800-663-9582,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-19 11:07:36,95%
LMC-01788,Fruit Jelly Chews Pouch 100 g,Chocolates & Confectionery,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",100 g,Rs. 538.00 (Incl. of all taxes),04/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-08-09 21:10:36,94%
LMC-01789,Tangy Tomato Nacho Chips 500 g,Snacks & Namkeen,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",500 g,Rs. 848.00 (Incl. of all taxes),02/2026,Helpline: 1800-930-9092 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address,2026-08-11 21:21:36,63%
LMC-01790,Organic Besan Gram Flour 5 kg,Atta & Flours,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",Not Declared,Rs. 910.00 (Incl. of all taxes),Not Declared,Email: care@godavari.com | Ph: 1800-643-9761,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(c): Net quantity declaration absent,2026-08-16 10:33:36,77%
LMC-01791,Pure Sesame Gingelly Oil 750 ml,Edible Oils,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",750 ml,Rs. 281.00 (Incl. of all taxes),Not Declared,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing; Rule 6(1)(d): Month and year of manufacture/packing missing,2026-07-25 03:02:36,84%
LMC-01792,Tangy Tomato Nacho Chips 200 g,Snacks & Namkeen,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",200 g,Rs. 935.00,05/2026,Email: care@godavari.com | Ph: 1800-238-5861,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-08-27 03:51:36,80%
LMC-01793,Darjeeling Whole Leaf Black Tea 50 g,Tea & Coffee,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",50 g,Not Declared,06/2026,Email: care@surya.com | Ph: 1800-503-6571,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-07-27 15:46:36,82%
